video_file_name,label,hate_snippet,target,Audios_preprocess,speech_ranges
non_hate_video_30.mp4,Non Hate,,,True,"[['00:00:00', '00:00:04'], ['00:00:38', '00:00:42'], ['00:00:42', '00:00:46']]"
hate_video_21.mp4,Hate,"[['00:00:01', '00:02:22']]","Blacks,Jews",True,"[['00:00:00', '00:01:45'], ['00:01:45', '00:02:24'], ['00:02:29', '00:02:33'], ['00:02:39', '00:02:42'], ['00:02:57', '00:03:05']]"
non_hate_video_31.mp4,Non Hate,,,True,"[['00:00:00', '00:00:05']]"
hate_video_22.mp4,Hate,"[['00:00:04', '00:02:23']]",Blacks,True,"[['00:00:04', '00:02:12']]"
non_hate_video_32.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:05'], ['00:00:08', '00:00:16'], ['00:00:18', '00:00:23'], ['00:00:26', '00:00:36'], ['00:00:38', '00:00:41'], ['00:00:44', '00:00:54'], ['00:00:56', '00:01:21'], ['00:01:37', '00:01:43'], ['00:01:46', '00:02:03'], ['00:02:07', '00:02:11'], ['00:02:18', '00:02:35'], ['00:02:37', '00:02:40'], ['00:03:02', '00:03:08'], ['00:03:08', '00:03:15'], ['00:03:16', '00:03:20']]"
non_hate_video_33.mp4,Non Hate,,,True,"[['00:00:00', '00:00:55']]"
non_hate_video_34.mp4,Non Hate,,,True,"[['00:00:00', '00:00:02'], ['00:00:04', '00:00:09']]"
hate_video_23.mp4,Hate,"[['00:00:00', '00:02:35']]",Blacks,True,"[['00:00:00', '00:00:16'], ['00:00:16', '00:00:19'], ['00:00:21', '00:00:26'], ['00:00:26', '00:00:29'], ['00:00:36', '00:00:40'], ['00:01:13', '00:01:17']]"
non_hate_video_35.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:11'], ['00:00:16', '00:00:51'], ['00:01:41', '00:01:46'], ['00:01:46', '00:02:03'], ['00:02:04', '00:02:16'], ['00:02:22', '00:02:27']]"
hate_video_24.mp4,Hate,"[['00:00:10', '00:04:21']]",Blacks,True,"[['00:00:00', '00:04:20']]"
non_hate_video_36.mp4,Non Hate,,,True,"[['00:00:00', '00:00:06']]"
non_hate_video_37.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:05'], ['00:02:05', '00:02:08'], ['00:02:09', '00:02:21'], ['00:03:50', '00:03:54'], ['00:04:14', '00:04:18'], ['00:04:19', '00:04:24']]"
non_hate_video_38.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:08'], ['00:00:09', '00:00:28']]"
non_hate_video_39.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:01:06'], ['00:01:06', '00:01:46']]"
non_hate_video_40.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:08'], ['00:00:17', '00:00:21']]"
non_hate_video_41.mp4,Non Hate,,Others,True,"[['00:00:00', '00:01:43']]"
non_hate_video_42.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:06']]"
non_hate_video_43.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:02'], ['00:00:05', '00:00:26'], ['00:00:26', '00:00:40'], ['00:00:42', '00:00:51'], ['00:00:56', '00:00:59'], ['00:01:04', '00:01:08']]"
hate_video_25.mp4,Hate,"[['00:00:11', '00:02:58']]",Blacks,True,"[['00:00:00', '00:02:57']]"
non_hate_video_44.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05']]"
hate_video_26.mp4,Hate,"[['00:00:05', '00:00:56']]",Whites,True,"[['00:00:00', '00:00:07'], ['00:00:08', '00:00:11'], ['00:00:13', '00:00:31'], ['00:00:33', '00:00:56']]"
non_hate_video_45.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:06'], ['00:00:06', '00:00:19']]"
non_hate_video_46.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:03'], ['00:00:05', '00:00:11'], ['00:00:12', '00:00:16'], ['00:00:16', '00:00:20'], ['00:00:21', '00:00:27'], ['00:00:32', '00:00:37']]"
hate_video_27.mp4,Hate,"[['00:00:03', '00:00:17']]",Blacks,True,"[['00:00:00', '00:00:19']]"
hate_video_28.mp4,Hate,"[['00:00:16', '00:00:47']]",Blacks,True,"[['00:00:00', '00:00:23'], ['00:00:29', '00:00:34'], ['00:00:34', '00:00:48']]"
non_hate_video_47.mp4,Non Hate,,Others,True,[]
hate_video_29.mp4,Hate,"[['00:00:34', '00:02:31'], ['00:03:07', '00:03:44'], ['00:04:04', '00:04:50'], ['00:05:11', '00:05:58'], ['00:06:14', '00:06:54'], ['00:07:08', '00:08:01'], ['00:09:45', '00:10:18']]",Blacks,True,"[['00:00:00', '00:00:07'], ['00:00:09', '00:00:13'], ['00:00:13', '00:00:21'], ['00:00:21', '00:00:26'], ['00:00:28', '00:00:36'], ['00:00:42', '00:00:54'], ['00:00:55', '00:01:10'], ['00:01:11', '00:02:33'], ['00:02:39', '00:02:46'], ['00:02:52', '00:02:56'], ['00:02:57', '00:03:01'], ['00:03:04', '00:03:44'], ['00:03:47', '00:04:46'], ['00:04:49', '00:05:24'], ['00:05:25', '00:05:54'], ['00:05:54', '00:06:20'], ['00:06:22', '00:06:34'], ['00:06:36', '00:06:46'], ['00:06:49', '00:08:13'], ['00:08:13', '00:08:21'], ['00:08:21', '00:08:29'], ['00:08:31', '00:08:37'], ['00:08:48', '00:08:58'], ['00:09:02', '00:09:31'], ['00:09:31', '00:10:05'], ['00:10:08', '00:10:18']]"
hate_video_30.mp4,Hate,"[['00:00:05', '00:03:41']]",Blacks,True,"[['00:00:00', '00:03:49']]"
non_hate_video_48.mp4,Non Hate,,Others,True,"[['00:00:00', '00:01:27'], ['00:01:28', '00:01:47'], ['00:01:50', '00:02:01'], ['00:02:03', '00:02:11'], ['00:02:11', '00:02:19'], ['00:02:23', '00:02:31'], ['00:02:36', '00:03:25'], ['00:03:27', '00:03:35'], ['00:03:35', '00:03:52'], ['00:03:53', '00:05:17'], ['00:05:18', '00:06:37'], ['00:06:39', '00:07:11'], ['00:07:11', '00:07:15'], ['00:07:15', '00:07:27'], ['00:07:28', '00:07:36'], ['00:07:40', '00:07:44'], ['00:07:45', '00:08:05'], ['00:08:05', '00:08:15'], ['00:08:24', '00:08:47'], ['00:08:47', '00:08:53'], ['00:08:57', '00:09:49'], ['00:09:50', '00:09:56']]"
hate_video_31.mp4,Hate,"[['00:00:26', '00:03:52']]",Blacks,True,"[['00:02:57', '00:03:10'], ['00:03:12', '00:03:15'], ['00:03:36', '00:03:40']]"
hate_video_32.mp4,Hate,"[['00:00:09', '00:03:00']]",Blacks,True,"[['00:00:00', '00:00:05'], ['00:00:07', '00:00:16'], ['00:00:16', '00:00:31'], ['00:00:38', '00:00:54'], ['00:00:58', '00:01:12'], ['00:01:18', '00:01:31'], ['00:01:32', '00:02:55'], ['00:02:57', '00:03:00'], ['00:03:01', '00:03:07']]"
hate_video_33.mp4,Hate,"[['00:00:05', '00:01:55']]",Blacks,True,"[['00:00:00', '00:00:48'], ['00:00:48', '00:01:58']]"
hate_video_34.mp4,Hate,"[['00:00:05', '00:02:48']]",Blacks,True,"[['00:00:12', '00:01:22'], ['00:01:23', '00:01:27'], ['00:01:28', '00:02:39'], ['00:02:40', '00:02:45'], ['00:02:46', '00:02:55']]"
non_hate_video_49.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:09'], ['00:00:15', '00:00:21']]"
non_hate_video_50.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:10']]"
non_hate_video_51.mp4,Non Hate,,Others,True,"[['00:00:00', '00:01:25']]"
non_hate_video_52.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:02'], ['00:00:06', '00:00:11'], ['00:00:17', '00:00:25']]"
non_hate_video_53.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:02'], ['00:00:03', '00:00:13']]"
non_hate_video_54.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:03'], ['00:00:04', '00:00:08'], ['00:00:08', '00:00:15']]"
hate_video_35.mp4,Hate,"[['00:00:08', '00:00:27']]",Others,True,"[['00:00:00', '00:00:31']]"
hate_video_36.mp4,Hate,"[['00:00:07', '00:00:24']]",Blacks,True,"[['00:00:00', '00:00:24']]"
non_hate_video_55.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:47']]"
hate_video_37.mp4,Hate,"[['00:00:06', '00:04:22']]",Blacks,True,"[['00:00:00', '00:01:12'], ['00:01:12', '00:02:06'], ['00:02:17', '00:02:23'], ['00:02:24', '00:02:32'], ['00:02:33', '00:02:36'], ['00:03:35', '00:03:39'], ['00:04:24', '00:04:27']]"
hate_video_38.mp4,Hate,"[['00:00:01', '00:00:59']]",Blacks,True,"[['00:00:00', '00:00:19'], ['00:00:21', '00:00:30'], ['00:00:31', '00:00:42'], ['00:00:43', '00:00:53'], ['00:00:54', '00:00:57']]"
hate_video_39.mp4,Hate,"[['00:00:22', '00:02:24']]",Blacks,True,"[['00:00:00', '00:00:04'], ['00:00:10', '00:00:15'], ['00:00:24', '00:00:29'], ['00:00:33', '00:00:42'], ['00:00:55', '00:00:58'], ['00:01:08', '00:01:13'], ['00:01:49', '00:01:52'], ['00:01:59', '00:02:06']]"
hate_video_40.mp4,Hate,"[['00:00:17', '00:02:59']]",Blacks,True,"[['00:00:00', '00:02:57']]"
hate_video_41.mp4,Hate,"[['00:00:12', '00:03:35']]",Blacks,True,"[['00:00:01', '00:01:18'], ['00:01:21', '00:01:25'], ['00:01:29', '00:02:47'], ['00:02:50', '00:02:54'], ['00:02:55', '00:03:39']]"
non_hate_video_56.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:17']]"
hate_video_42.mp4,Hate,"[['00:00:09', '00:00:32']]",Blacks,True,"[['00:00:00', '00:01:29']]"
non_hate_video_57.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:01:13']]"
hate_video_43.mp4,Hate,"[['00:00:04', '00:00:58']]",Blacks,True,"[['00:00:00', '00:00:18'], ['00:00:24', '00:00:28'], ['00:00:35', '00:00:39'], ['00:00:45', '00:00:49'], ['00:00:49', '00:00:53'], ['00:00:53', '00:00:59']]"
non_hate_video_58.mp4,Non Hate,,"Whites,Blacks",True,"[['00:00:00', '00:01:05'], ['00:01:07', '00:01:15']]"
hate_video_44.mp4,Hate,"[['00:00:00', '00:04:49']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:24', '00:00:35'], ['00:00:36', '00:00:40'], ['00:00:45', '00:00:58'], ['00:01:15', '00:01:20'], ['00:01:28', '00:01:32'], ['00:03:43', '00:03:46']]"
non_hate_video_59.mp4,Non Hate,,Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:07', '00:02:57'], ['00:03:00', '00:04:50'], ['00:04:52', '00:05:44'], ['00:05:46', '00:05:50'], ['00:05:51', '00:06:53'], ['00:06:53', '00:07:19'], ['00:07:20', '00:08:22'], ['00:08:35', '00:08:39'], ['00:08:40', '00:08:43'], ['00:08:47', '00:08:51'], ['00:08:59', '00:10:35'], ['00:12:14', '00:13:27'], ['00:14:24', '00:14:42'], ['00:14:42', '00:17:53']]"
non_hate_video_60.mp4,Non Hate,,Blacks,True,"[['00:00:05', '00:00:13'], ['00:00:47', '00:00:51'], ['00:00:54', '00:01:00'], ['00:01:27', '00:01:43'], ['00:01:47', '00:01:52'], ['00:02:11', '00:02:25'], ['00:02:32', '00:02:37'], ['00:02:50', '00:02:54']]"
hate_video_45.mp4,Hate,"[['00:00:00', '00:02:09']]",Blacks,True,"[['00:00:08', '00:00:20'], ['00:00:20', '00:01:06'], ['00:01:06', '00:01:33'], ['00:01:36', '00:02:12']]"
hate_video_46.mp4,Hate,"[['00:00:21', '00:02:21']]",Blacks,True,"[['00:00:00', '00:00:05'], ['00:00:08', '00:00:14'], ['00:00:18', '00:00:22'], ['00:00:22', '00:00:32'], ['00:00:35', '00:00:39'], ['00:00:44', '00:00:49'], ['00:00:49', '00:01:07'], ['00:01:07', '00:01:13'], ['00:01:15', '00:01:32'], ['00:01:33', '00:01:38'], ['00:01:38', '00:02:06'], ['00:02:06', '00:02:22']]"
non_hate_video_61.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:02'], ['00:00:04', '00:00:33'], ['00:00:36', '00:00:40'], ['00:00:54', '00:00:59']]"
hate_video_47.mp4,Hate,"[['00:00:00', '00:00:06'], ['00:00:51', '00:00:58'], ['00:01:03', '00:01:09']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:03', '00:00:07'], ['00:00:11', '00:00:15'], ['00:00:15', '00:00:22'], ['00:00:24', '00:00:28'], ['00:00:29', '00:00:33'], ['00:00:45', '00:00:49']]"
hate_video_48.mp4,Hate,"[['00:00:18', '00:00:24']]",Blacks,True,"[['00:00:00', '00:00:19'], ['00:00:24', '00:00:28']]"
hate_video_49.mp4,Hate,"[['00:00:01', '00:01:21']]","Muslims,Blacks,Jews",True,"[['00:00:00', '00:00:20'], ['00:00:21', '00:00:41'], ['00:00:42', '00:01:01'], ['00:01:01', '00:01:08'], ['00:01:08', '00:01:13'], ['00:01:14', '00:01:26']]"
non_hate_video_62.mp4,Non Hate,,Blacks,True,"[['00:00:02', '00:00:06'], ['00:00:11', '00:00:17'], ['00:00:58', '00:01:02']]"
non_hate_video_63.mp4,Non Hate,,Others,True,[]
hate_video_50.mp4,Hate,"[['00:00:19', '00:00:34'], ['00:01:12', '00:01:40']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:05', '00:00:09']]"
non_hate_video_64.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05']]"
hate_video_51.mp4,Hate,"[['00:01:05', '00:01:07']]",Blacks,True,"[['00:00:05', '00:00:17'], ['00:00:21', '00:00:25'], ['00:00:28', '00:00:33'], ['00:00:35', '00:00:44'], ['00:00:49', '00:00:55'], ['00:01:02', '00:01:18'], ['00:01:23', '00:01:49'], ['00:02:05', '00:02:13'], ['00:02:13', '00:02:17']]"
non_hate_video_65.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05']]"
non_hate_video_66.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:09']]"
non_hate_video_67.mp4,Non Hate,,Others,True,"[['00:00:07', '00:02:17'], ['00:02:17', '00:02:42']]"
non_hate_video_68.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:12']]"
hate_video_52.mp4,Hate,"[['00:00:08', '00:00:45'], ['00:01:12', '00:01:40']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:05', '00:00:10']]"
hate_video_53.mp4,Hate,"[['00:00:00', '00:00:10'], ['00:00:14', '00:00:26'], ['00:00:49', '00:00:52'], ['00:00:56', '00:01:01'], ['00:01:07', '00:01:08'], ['00:01:41', '00:01:58'], ['00:02:07', '00:02:21'], ['00:02:39', '00:02:46'], ['00:02:52', '00:02:56']]","Blacks,Jews",True,"[['00:00:00', '00:00:45'], ['00:00:49', '00:00:53'], ['00:00:54', '00:01:22'], ['00:01:23', '00:01:27'], ['00:01:31', '00:01:37'], ['00:01:40', '00:02:32'], ['00:02:33', '00:02:56']]"
non_hate_video_69.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:03']]"
non_hate_video_70.mp4,Non Hate,,Others,False,
hate_video_54.mp4,Hate,"[['00:00:45', '00:00:48'], ['00:00:56', '00:01:04'], ['00:01:08', '00:01:28'], ['00:01:30', '00:01:37'], ['00:01:53', '00:01:57'], ['00:02:04', '00:02:13'], ['00:02:17', '00:02:43']]",Blacks,True,"[['00:00:27', '00:00:34'], ['00:00:40', '00:00:50'], ['00:00:55', '00:01:06'], ['00:01:08', '00:01:16'], ['00:01:49', '00:02:15'], ['00:02:17', '00:02:24'], ['00:02:29', '00:02:32']]"
hate_video_55.mp4,Hate,"[['00:00:04', '00:00:10'], ['00:00:42', '00:00:44'], ['00:01:06', '00:01:11']]",Blacks,True,"[['00:00:00', '00:01:26']]"
hate_video_56.mp4,Hate,"[['00:00:00', '00:00:32']]",Blacks,True,"[['00:00:00', '00:00:33']]"
hate_video_57.mp4,Hate,"[['00:00:22', '00:00:24']]",Muslims,True,"[['00:00:00', '00:00:04']]"
hate_video_58.mp4,Hate,"[['00:00:45', '00:00:52'], ['00:00:58', '00:01:02'], ['00:02:04', '00:02:11'], ['00:02:27', '00:02:33'], ['00:03:03', '00:03:19'], ['00:03:58', '00:04:05']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:29', '00:00:35'], ['00:00:36', '00:00:42'], ['00:00:44', '00:00:57'], ['00:00:57', '00:01:04'], ['00:01:05', '00:01:13'], ['00:01:22', '00:01:46'], ['00:01:47', '00:02:20'], ['00:02:21', '00:02:25'], ['00:02:27', '00:02:34'], ['00:03:03', '00:03:26'], ['00:03:26', '00:03:52'], ['00:03:53', '00:03:58'], ['00:03:58', '00:04:06']]"
non_hate_video_71.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05']]"
non_hate_video_72.mp4,Non Hate,,Blacks,True,"[['00:00:06', '00:00:10'], ['00:00:11', '00:00:22'], ['00:00:23', '00:00:36'], ['00:00:39', '00:00:44'], ['00:00:47', '00:01:19'], ['00:01:27', '00:02:39'], ['00:02:40', '00:02:57'], ['00:02:58', '00:03:46'], ['00:03:47', '00:03:52'], ['00:04:01', '00:04:08'], ['00:04:09', '00:04:13'], ['00:04:26', '00:04:51'], ['00:04:53', '00:05:02'], ['00:05:03', '00:05:06'], ['00:05:26', '00:05:30'], ['00:05:31', '00:05:36'], ['00:05:39', '00:05:52'], ['00:06:42', '00:07:09']]"
non_hate_video_73.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05']]"
non_hate_video_74.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:02'], ['00:00:31', '00:00:37']]"
hate_video_59.mp4,Hate,"[['00:00:08', '00:00:45'], ['00:01:12', '00:01:40']]",Blacks,True,"[['00:00:00', '00:00:03'], ['00:00:05', '00:00:09']]"
hate_video_60.mp4,Hate,"[['00:00:11', '00:00:49'], ['00:00:49', '00:00:56'], ['00:01:07', '00:01:18'], ['00:01:07', '00:01:54']]",Blacks,True,"[['00:00:00', '00:01:58']]"
non_hate_video_75.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:11']]"
non_hate_video_76.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:19']]"
non_hate_video_77.mp4,Non Hate,,Others,True,"[['00:00:09', '00:01:23'], ['00:01:23', '00:02:36'], ['00:02:37', '00:03:50'], ['00:03:50', '00:04:41']]"
non_hate_video_78.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:14'], ['00:00:18', '00:00:23']]"
non_hate_video_79.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:05'], ['00:00:05', '00:00:10'], ['00:00:47', '00:00:51']]"
non_hate_video_80.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:03'], ['00:00:05', '00:01:31']]"
hate_video_61.mp4,Hate,"[['00:00:23', '00:00:26'], ['00:00:30', '00:00:48'], ['00:01:53', '00:02:26'], ['00:02:37', '00:02:39'], ['00:02:55', '00:02:56']]",Blacks,True,"[['00:00:15', '00:01:04'], ['00:01:20', '00:02:35'], ['00:02:36', '00:03:03'], ['00:03:03', '00:03:08']]"
non_hate_video_81.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:13']]"
non_hate_video_82.mp4,Non Hate,,Others,True,"[['00:00:00', '00:00:08']]"
non_hate_video_83.mp4,Non Hate,,Others,True,"[['00:00:02', '00:00:05'], ['00:00:06', '00:00:13'], ['00:00:13', '00:00:42'], ['00:00:47', '00:00:55'], ['00:00:57', '00:01:01'], ['00:01:05', '00:01:09'], ['00:01:10', '00:01:14'], ['00:01:23', '00:01:35']]"
non_hate_video_84.mp4,Non Hate,,Others,True,"[['00:00:00', '00:01:45']]"
